label	vfbid	sourcename	sourceuri
FBti0143491	VFB_00023727	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143491
FBti0143582	VFB_00023728	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143582
FBti0144039	VFB_00023729	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0144039
FBti0143487	VFB_00023730	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143487
FBti0143550	VFB_00023731	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143550
FBti0143819	VFB_00023732	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143819
FBti0143755	VFB_00023733	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143755
FBti0143985	VFB_00023734	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143985
FBti0143929	VFB_00023735	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143929
FBti0143609	VFB_00023736	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143609
FBti0143483	VFB_00023737	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143483
FBti0143613	VFB_00023738	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143613
FBti0143784	VFB_00023739	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143784
FBti0143764	VFB_00023740	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143764
FBti0144092	VFB_00023741	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0144092
FBti0144008	VFB_00023742	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0144008
FBti0143874	VFB_00023743	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143874
FBti0143795	VFB_00023744	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143795
FBti0143702	VFB_00023745	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143702
FBti0143711	VFB_00023746	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143711
FBti0143605	VFB_00023747	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143605
FBti0143644	VFB_00023748	BrainTrap	http://braintrap.inf.ed.ac.uk/braintrap/line/show?FBti=FBti0143644
