reference	data.jso	thumbnail.png	index.html	volume.nrrd
VFB_a0000213 	1	1	1	0
VFB_a0000214 	1	1	1	0
VFB_a0000215 	1	1	1	0
VFB_a0000216 	1	1	1	0
VFB_a0000218 	1	0	1	0
VFB_a0000219 	1	1	1	0
VFB_a0000221 	1	1	1	0
VFB_a0000222 	1	1	1	0
VFB_a0000223 	1	0	1	0
VFB_a0000224 	1	1	1	0
VFB_a0000225 	1	1	1	0
VFB_a0000226 	1	1	1	0
VFB_a0000227 	1	1	1	0
VFB_a0000228 	1	1	1	0
VFB_a0000229 	1	1	1	0
VFB_a0000230 	1	1	1	0
VFB_a0000231 	1	0	1	0
VFB_a0000232 	1	1	1	0
VFB_a0000233 	1	1	1	0
VFB_a0000234 	1	1	1	0
VFB_a0000235 	1	1	1	0
VFB_a0000236 	1	1	1	0
VFB_a0000237 	1	1	1	0
VFB_a0000240 	1	0	1	0
VFB_a0000245 	1	0	1	0
VFB_a0000249 	1	0	1	0
VFB_a0000255 	1	0	1	0
VFB_a0000264 	1	0	1	0
VFB_a0000283 	1	0	1	0
VFB_a0000285 	1	0	1	0
VFB_a0000293 	1	0	1	0
VFB_a0000300 	1	0	1	0
VFB_a0000305 	1	0	1	0
VFB_a0000309 	1	0	1	0
VFB_a0000322 	1	0	1	0
VFB_a0000324 	1	0	1	0
VFB_a0000340 	1	0	1	0
VFB_a0000341 	1	0	1	0
VFB_a0000371 	1	0	1	0
VFB_a0000375 	1	0	1	0
VFB_a0000378 	1	0	1	0
VFB_a0000393 	1	0	1	0
VFB_a0000421 	1	0	1	0
VFB_a0000429 	1	0	1	0
VFB_a0000431 	1	0	1	0
VFB_a0000439 	1	0	1	0
VFB_a0000465 	1	0	1	0
VFB_a0000477 	1	0	1	0
VFB_a0000485 	1	0	1	0
VFB_a0000486 	1	0	1	0
VFB_a0000525 	1	0	1	0
VFB_a0000528 	1	0	1	0
VFB_a0000533 	1	0	1	0
VFB_a0000536 	1	0	1	0
VFB_a0000541 	1	0	1	0
VFB_a0000544 	1	0	1	0
VFB_a0000547 	1	0	1	0
VFB_a0000549 	1	0	1	0
VFB_a0000550 	1	0	1	0
VFB_a0000555 	1	0	1	0
VFB_a0000562 	1	0	1	0
VFB_a0000567 	1	0	1	0
VFB_a0000572 	1	0	1	0
VFB_a0000578 	1	0	1	0
VFB_a0000580 	1	0	1	0
VFB_a0000590 	1	0	1	0
VFB_a0000596 	1	0	1	0
VFB_a0000599 	1	0	1	0
VFB_a0000609 	1	0	1	0
VFB_a0000613 	1	0	1	0
VFB_a0000626 	1	0	1	0
VFB_a0000636 	1	0	1	0
VFB_a0000643 	1	0	1	0
VFB_a0000658 	1	0	1	0
VFB_a0000667 	1	0	1	0
VFB_a0000671 	1	0	1	0
VFB_a0000672 	1	0	1	0
VFB_a0000680 	1	0	1	0
VFB_a0000696 	1	0	1	0
VFB_a0000709 	1	0	1	0
VFB_a0000710 	1	0	1	0
VFB_a0000722 	1	0	1	0
VFB_a0000725 	1	0	1	0
VFB_a0000728 	1	0	1	0
VFB_a0000732 	1	0	1	0
VFB_a0000740 	1	0	1	0
VFB_a0000748 	1	0	1	0
VFB_a0000750 	1	0	1	0
VFB_a0000752 	1	0	1	0
VFB_a0000792 	1	0	1	0
VFB_a0000796 	1	0	1	0
VFB_a0000805 	1	0	1	0
VFB_a0000812 	1	0	1	0
VFB_a0000821 	1	0	1	0
VFB_a0000823 	1	0	1	0
VFB_a0000828 	1	0	1	0
VFB_a0000831 	1	0	1	0
VFB_a0000844 	1	0	1	0
VFB_a0000849 	1	0	1	0
VFB_a0000855 	1	0	1	0
VFB_a0000857 	1	0	1	0
VFB_a0000870 	1	0	1	0
VFB_a0000875 	1	0	1	0
VFB_a0000882 	1	0	1	0
VFB_a0000884 	1	0	1	0
VFB_a0000886 	1	0	1	0
VFB_a0000895 	1	0	1	0
VFB_a0000909 	1	0	1	0
VFB_a0000921 	1	0	1	0
VFB_a0000923 	1	0	1	0
VFB_a0000927 	1	0	1	0
VFB_a0000928 	1	0	1	0
VFB_a0000945 	1	0	1	0
VFB_a0000949 	1	0	1	0
VFB_a0000955 	1	0	1	0
VFB_a0000956 	1	0	1	0
VFB_a0000969 	1	0	1	0
VFB_a0000972 	1	0	1	0
VFB_a0000999 	1	0	1	0
VFB_a0001008 	1	0	1	0
VFB_a0001017 	1	0	1	0
VFB_a0001027 	1	0	1	0
VFB_a0001036 	1	0	1	0
VFB_a0001037 	1	0	1	0
VFB_a0001041 	1	0	1	0
VFB_a0001042 	1	0	1	0
VFB_a0001061 	1	0	1	0
VFB_a0001062 	1	0	1	0
VFB_a0001071 	1	0	1	0
VFB_a0001073 	1	0	1	0
VFB_a0001080 	1	0	1	0
VFB_a0001084 	1	0	1	0
VFB_a0001093 	1	0	1	0
VFB_a0001106 	1	0	1	0
VFB_a0001108 	1	0	1	0
VFB_a0001113 	1	0	1	0
VFB_a0001118 	1	0	1	0
VFB_a0001125 	1	0	1	0
VFB_a0001129 	1	0	1	0
VFB_a0001144 	1	0	1	0
VFB_a0001157 	1	0	1	0
VFB_a0001164 	1	0	1	0
VFB_a0001179 	1	0	1	0
VFB_a0001182 	1	0	1	0
VFB_a0001189 	1	0	1	0
VFB_a0001190 	1	0	1	0
VFB_a0001192 	1	0	1	0
VFB_a0001197 	1	0	1	0
VFB_a0001198 	1	0	1	0
VFB_a0001199 	1	0	1	0
VFB_a0001202 	1	0	1	0
VFB_a0001213 	1	0	1	0
VFB_a0001218 	1	0	1	0
VFB_a0001219 	1	0	1	0
VFB_a0001220 	1	0	1	0
VFB_a0001223 	1	0	1	0
VFB_a0001231 	1	0	1	0
VFB_a0001232 	1	0	1	0
VFB_a0001233 	1	0	1	0
VFB_a0001234 	1	0	1	0
VFB_a0001235 	1	0	1	0
VFB_a0001237 	1	0	1	0
VFB_a0001250 	1	0	1	0
VFB_a0001251 	1	0	1	0
VFB_a0001258 	1	0	1	0
VFB_a0001262 	1	0	1	0
VFB_a0001266 	1	0	1	0
VFB_a0001270 	1	0	1	0
VFB_a0001273 	1	0	1	0
VFB_a0001281 	1	0	1	0
VFB_a0001287 	1	0	1	0
VFB_a0001292 	1	0	1	0
VFB_a0001293 	1	0	1	0
VFB_a0001298 	1	0	1	0
VFB_a0001310 	1	0	1	0
VFB_a0001315 	1	0	1	0
VFB_a0001322 	1	0	1	0
VFB_a0001325 	1	0	1	0
VFB_a0001329 	1	0	1	0
VFB_a0001330 	1	0	1	0
VFB_a0001338 	1	0	1	0
VFB_a0001348 	1	0	1	0
VFB_a0001352 	1	0	1	0
VFB_a0001359 	1	0	1	0
VFB_a0001361 	1	0	1	0
VFB_a0001366 	1	0	1	0
VFB_a0001373 	1	0	1	0
VFB_a0001385 	1	0	1	0
VFB_a0001393 	1	0	1	0
VFB_a0001426 	1	0	1	0
VFB_a0001437 	1	0	1	0
VFB_a0001447 	1	0	1	0
VFB_a0001455 	1	0	1	0
VFB_a0001457 	1	0	1	0
VFB_a0001463 	1	0	1	0
VFB_a0001479 	1	1	1	0
VFB_a0001481 	1	0	1	0
VFB_a0001482 	1	0	1	0
VFB_a0001483 	1	0	1	0
VFB_a0001490 	1	0	1	0
VFB_a0001496 	1	0	1	0
VFB_a0001501 	1	0	1	0
VFB_a0001508 	1	0	1	0
VFB_a0001510 	1	0	1	0
VFB_a0001516 	1	0	1	0
VFB_a0001517 	1	0	1	0
VFB_a0001524 	1	0	1	0
VFB_a0001533 	1	0	1	0
VFB_a0001534 	1	0	1	0
VFB_a0001535 	1	0	1	0
VFB_a0001536 	1	0	1	0
VFB_a0001537 	1	0	1	0
VFB_a0001538 	1	0	1	0
VFB_a0001546 	1	0	1	0
VFB_a0001555 	1	0	1	0
VFB_a0001565 	1	0	1	0
VFB_a0001567 	1	0	1	0
VFB_a0001568 	1	0	1	0
VFB_a0001569 	1	0	1	0
VFB_a0001577 	1	0	1	0
VFB_a0001589 	1	0	1	0
VFB_a0001590 	1	0	1	0
VFB_a0001591 	1	0	1	0
VFB_a0001594 	1	0	1	0
VFB_a0001599 	1	0	1	0
VFB_a0001600 	1	0	1	0
VFB_a0001604 	1	0	1	0
VFB_a0001614 	1	0	1	0
VFB_a0001635 	1	0	1	0
VFB_a0001640 	1	0	1	0
VFB_a0001646 	1	0	1	0
VFB_a0001654 	1	0	1	0
VFB_a0001662 	1	0	1	0
VFB_a0001665 	1	0	1	0
VFB_a0001674 	1	0	1	0
VFB_a0001716 	1	0	1	0
VFB_a0001717 	1	0	1	0
VFB_a0001729 	1	0	1	0
VFB_a0001731 	1	0	1	0
VFB_a0001742 	1	0	1	0
VFB_a0001756 	1	0	1	0
VFB_a0001764 	1	0	1	0
VFB_a0001768 	1	0	1	0
VFB_a0001775 	1	0	1	0
VFB_a0001777 	1	0	1	0
VFB_a0001782 	1	0	1	0
VFB_a0001793 	1	0	1	0
VFB_a0001797 	1	0	1	0
VFB_a0001820 	1	0	1	0
VFB_a0001823 	1	0	1	0
VFB_a0001828 	1	0	1	0
VFB_a0001834 	1	0	1	0
VFB_a0001839 	1	0	1	0
VFB_a0001841 	1	0	1	0
VFB_a0001850 	1	0	1	0
VFB_a0001853 	1	0	1	0
VFB_a0001857 	1	0	1	0
VFB_a0001862 	1	0	1	0
VFB_a0001864 	1	0	1	0
VFB_a0001867 	1	0	1	0
VFB_a0001882 	1	0	1	0
VFB_a0001887 	1	0	1	0
VFB_a0001892 	1	0	1	0
VFB_a0001898 	1	0	1	0
VFB_a0001904 	1	0	1	0
VFB_a0001906 	1	0	1	0
VFB_a0001927 	1	0	1	0
VFB_a0001928 	1	0	1	0
VFB_a0001930 	1	0	1	0
VFB_a0001955 	1	0	1	0
VFB_a0001956 	1	0	1	0
VFB_a0001963 	1	0	1	0
VFB_a0001964 	1	0	1	0
VFB_a0001966 	1	0	1	0
VFB_a0001968 	1	0	1	0
VFB_a0001969 	1	0	1	0
VFB_a0001970 	1	0	1	0
VFB_a0001982 	1	0	1	0
VFB_a0001985 	1	0	1	0
VFB_a0001986 	1	0	1	0
VFB_a0001997 	1	0	1	0
VFB_a0002055 	1	0	1	0
VFB_a0002072 	1	0	1	0
VFB_a0002074 	1	0	1	0
VFB_a0002096 	1	0	1	0
VFB_a0002105 	1	0	1	0
VFB_a0002116 	1	0	1	0
VFB_a0002120 	1	0	1	0
VFB_a0002124 	1	0	1	0
VFB_a0002126 	1	0	1	0
VFB_a0002140 	1	0	1	0
VFB_a0002147 	1	0	1	0
VFB_a0002148 	1	0	1	0
VFB_a0002154 	1	0	1	0
VFB_a0002162 	1	0	1	0
VFB_a0002163 	1	0	1	0
VFB_a0002171 	1	0	1	0
VFB_a0002191 	1	0	1	0
VFB_a0002194 	1	0	1	0
VFB_a0002215 	1	0	1	0
VFB_a0002224 	1	0	1	0
VFB_a0002235 	1	0	1	0
VFB_a0002237 	1	0	1	0
VFB_a0002238 	1	0	1	0
VFB_a0002240 	1	0	1	0
VFB_a0002249 	1	0	1	0
VFB_a0002253 	1	0	1	0
VFB_a0002255 	1	0	1	0
VFB_a0002259 	1	0	1	0
VFB_a0002266 	1	0	1	0
VFB_a0002272 	1	0	1	0
VFB_a0002280 	1	0	1	0
VFB_a0002283 	1	0	1	0
VFB_a0002289 	1	0	1	0
VFB_a0002294 	1	0	1	0
VFB_a0002332 	1	0	1	0
VFB_a0002333 	1	0	1	0
VFB_a0002357 	1	0	1	0
VFB_a0002372 	1	0	1	0
VFB_a0002379 	1	0	1	0
VFB_a0002382 	1	0	1	0
VFB_a0002389 	1	0	1	0
VFB_a0002391 	1	0	1	0
VFB_a0002399 	1	0	1	0
VFB_a0002419 	1	0	1	0
VFB_a0002420 	1	0	1	0
VFB_a0002433 	1	0	1	0
VFB_a0002443 	1	0	1	0
VFB_a0002446 	1	0	1	0
VFB_a0002449 	1	0	1	0
VFB_a0002455 	1	0	1	0
VFB_a0002459 	1	0	1	0
VFB_a0002461 	1	0	1	0
VFB_a0002463 	1	0	1	0
VFB_a0002471 	1	0	1	0
VFB_a0002480 	1	0	1	0
VFB_a0002482 	1	0	1	0
VFB_a0002488 	1	0	1	0
VFB_a0002499 	1	0	1	0
VFB_a0002506 	1	0	1	0
VFB_a0002507 	1	0	1	0
VFB_a0002540 	1	0	1	0
VFB_a0002542 	1	0	1	0
VFB_a0002549 	1	0	1	0
VFB_a0002560 	1	0	1	0
VFB_a0002565 	1	0	1	0
VFB_a0002577 	1	0	1	0
VFB_a0002587 	1	0	1	0
VFB_a0002592 	1	0	1	0
VFB_a0002594 	1	0	1	0
VFB_a0002595 	1	0	1	0
VFB_a0002596 	1	0	1	0
VFB_a0002609 	1	0	1	0
VFB_a0002611 	1	0	1	0
VFB_a0002625 	1	0	1	0
VFB_a0002634 	1	0	1	0
VFB_a0002635 	1	0	1	0
VFB_a0002644 	1	0	1	0
VFB_a0002648 	1	0	1	0
VFB_a0002668 	1	0	1	0
VFB_a0002681 	1	0	1	0
VFB_a0002682 	1	0	1	0
VFB_a0002686 	1	0	1	0
VFB_a0002698 	1	0	1	0
VFB_a0002706 	1	0	1	0
VFB_a0002714 	1	0	1	0
VFB_a0002720 	1	0	1	0
VFB_a0002726 	1	0	1	0
VFB_a0002731 	1	0	1	0
VFB_a0002734 	1	0	1	0
VFB_a0002735 	1	0	1	0
VFB_a0002737 	1	0	1	0
VFB_a0002738 	1	0	1	0
VFB_a0002740 	1	0	1	0
VFB_a0002747 	1	0	1	0
VFB_a0002751 	1	0	1	0
VFB_a0002752 	1	0	1	0
VFB_a0002763 	1	0	1	0
VFB_a0002764 	1	0	1	0
VFB_a0002770 	1	0	1	0
VFB_a0002771 	1	0	1	0
VFB_a0002775 	1	0	1	0
VFB_a0002780 	1	0	1	0
VFB_a0002781 	1	0	1	0
VFB_a0002793 	1	0	1	0
VFB_a0002794 	1	0	1	0
VFB_a0002807 	1	0	1	0
VFB_a0002813 	1	0	1	0
VFB_a0002816 	1	0	1	0
VFB_a0002828 	1	0	1	0
VFB_a0002832 	1	0	1	0
VFB_a0002833 	1	0	1	0
VFB_a0002841 	1	0	1	0
VFB_a0002845 	1	0	1	0
VFB_a0002848 	1	0	1	0
VFB_a0002856 	1	0	1	0
VFB_a0002865 	1	0	1	0
VFB_a0002866 	1	0	1	0
VFB_a0002867 	1	0	1	0
VFB_a0002893 	1	0	1	0
VFB_a0002894 	1	0	1	0
VFB_a0002899 	1	0	1	0
VFB_a0002901 	1	0	1	0
VFB_a0002902 	1	0	1	0
VFB_a0002903 	1	0	1	0
VFB_a0002904 	1	0	1	0
VFB_a0002905 	1	0	1	0
VFB_a0002917 	1	0	1	0
VFB_a0002924 	1	0	1	0
VFB_a0002925 	1	0	1	0
VFB_a0002926 	1	0	1	0
VFB_a0002929 	1	0	1	0
VFB_a0002937 	1	0	1	0
VFB_a0002941 	1	0	1	0
VFB_a0002950 	1	0	1	0
VFB_a0002959 	1	0	1	0
VFB_a0002979 	1	0	1	0
VFB_a0002984 	1	0	1	0
VFB_a0002988 	1	0	1	0
VFB_a0002992 	1	0	1	0
VFB_a0002993 	1	0	1	0
VFB_a0002997 	1	0	1	0
VFB_a0002999 	1	0	1	0
VFB_a0003003 	1	0	1	0
VFB_a0003005 	1	0	1	0
VFB_a0003008 	1	0	1	0
VFB_a0003010 	1	0	1	0
VFB_a0003039 	1	0	1	0
VFB_a0003040 	1	0	1	0
VFB_a0003045 	1	0	1	0
VFB_a0003049 	1	0	1	0
VFB_a0003063 	1	0	1	0
VFB_a0003071 	1	0	1	0
VFB_a0003081 	1	0	1	0
VFB_a0003092 	1	0	1	0
VFB_a0003095 	1	1	1	0
VFB_a0003098 	1	0	1	0
VFB_a0003100 	1	0	1	0
VFB_a0003111 	1	0	1	0
VFB_a0003121 	1	0	1	0
VFB_a0003123 	1	0	1	0
VFB_a0003124 	1	0	1	0
VFB_a0003125 	1	0	1	0
VFB_a0003134 	1	0	1	0
VFB_a0003150 	1	0	1	0
VFB_a0003152 	1	0	1	0
VFB_a0003157 	1	0	1	0
VFB_a0003164 	1	0	1	0
VFB_a0003166 	1	0	1	0
VFB_a0003167 	1	0	1	0
VFB_a0003168 	1	0	1	0
VFB_a0003170 	1	0	1	0
VFB_a0003181 	1	0	1	0
VFB_a0003183 	1	0	1	0
VFB_a0003192 	1	0	1	0
VFB_a0003204 	1	0	1	0
VFB_a0003221 	1	0	1	0
VFB_a0003223 	1	0	1	0
VFB_a0003225 	1	0	1	0
VFB_a0003232 	1	0	1	0
VFB_a0003238 	1	0	1	0
VFB_a0003264 	1	0	1	0
VFB_a0003281 	1	0	1	0
VFB_a0003290 	1	0	1	0
VFB_a0003315 	1	0	1	0
VFB_a0003320 	1	0	1	0
VFB_a0003342 	1	0	1	0
VFB_a0003344 	1	0	1	0
VFB_a0003363 	1	0	1	0
VFB_a0003367 	1	0	1	0
VFB_a0003371 	1	0	1	0
VFB_a0003373 	1	0	1	0
VFB_a0003386 	1	0	1	0
VFB_a0003394 	1	0	1	0
VFB_a0003395 	1	0	1	0
VFB_a0003413 	1	0	1	0
VFB_a0003450 	1	0	1	0
VFB_a0003454 	1	0	1	0
VFB_a0003463 	1	0	1	0
VFB_a0003468 	1	0	1	0
VFB_a0003476 	1	0	1	0
VFB_a0003505 	1	0	1	0
VFB_a0003516 	1	0	1	0
VFB_a0003522 	1	0	1	0
VFB_a0003529 	1	0	1	0
VFB_a0003537 	1	0	1	0
VFB_a0003560 	1	0	1	0
VFB_a0003561 	1	0	1	0
VFB_a0003568 	1	0	1	0
VFB_a0003578 	1	0	1	0
VFB_a0003579 	1	0	1	0
VFB_a0003589 	1	0	1	0
VFB_a0003594 	1	0	1	0
VFB_a0003596 	1	0	1	0
VFB_a0003599 	1	0	1	0
VFB_a0003602 	1	0	1	0
VFB_td000001 	0	0	0	1
VFB_td000002 	0	0	0	1
VFB_td00larval 	1	1	1	1
