VGlut_F_800287	VFB_00005694		
VGlut_F_400894	VFB_00005695		
VGlut_F_500851	VFB_00005696		
VGlut_F_600794	VFB_00005697		
VGlut_F_800302	VFB_00005698		
VGlut_F_200605	VFB_00005699		
VGlut_F_100386	VFB_00005700		
VGlut_F_800286	VFB_00005701		
VGlut_F_600790	VFB_00005702		
VGlut_F_600791	VFB_00005703		
VGlut_F_500842	VFB_00005704		
VGlut_F_200585	VFB_00005705		
VGlut_F_200586	VFB_00005706		
VGlut_F_200587	VFB_00005707		
VGlut_F_200588	VFB_00005708		
VGlut_F_100387	VFB_00005709		
VGlut_F_800288	VFB_00005710		
VGlut_F_700554	VFB_00005711		
VGlut_F_700555	VFB_00005712		
VGlut_F_100388	VFB_00005713		
VGlut_F_100389	VFB_00005714		
VGlut_F_800289	VFB_00005715		
VGlut_F_200589	VFB_00005716		
VGlut_F_200590	VFB_00005717		
VGlut_F_200591	VFB_00005718		
VGlut_F_200592	VFB_00005719		
VGlut_F_600792	VFB_00005720		
VGlut_F_100390	VFB_00005721		
VGlut_F_100391	VFB_00005722		
VGlut_F_200593	VFB_00005723		
VGlut_F_100392	VFB_00005724		
VGlut_F_400892	VFB_00005725		
VGlut_F_800290	VFB_00005726		
VGlut_F_700556	VFB_00005727		
VGlut_F_300645	VFB_00005728		
VGlut_F_700557	VFB_00005729		
VGlut_F_700558	VFB_00005730		
VGlut_F_700559	VFB_00005731		
VGlut_F_700560	VFB_00005732		
VGlut_F_800291	VFB_00005733		
VGlut_F_800292	VFB_00005734		
VGlut_F_300646	VFB_00005735		
VGlut_F_400893	VFB_00005736		
VGlut_F_200594	VFB_00005737		
VGlut_F_400895	VFB_00005738		
VGlut_F_400896	VFB_00005739		
VGlut_F_200595	VFB_00005740		
VGlut_F_500843	VFB_00005741		
VGlut_F_700561	VFB_00005742		
VGlut_F_700562	VFB_00005743		
VGlut_F_700563	VFB_00005744		
VGlut_F_500844	VFB_00005745		
VGlut_F_500845	VFB_00005746		
VGlut_F_400897	VFB_00005747		
VGlut_F_400898	VFB_00005748		
VGlut_F_700564	VFB_00005749		
VGlut_F_700565	VFB_00005750		
VGlut_F_700566	VFB_00005751		
VGlut_F_700567	VFB_00005752		
VGlut_F_700568	VFB_00005753		
VGlut_F_700569	VFB_00005754		
VGlut_F_500846	VFB_00005755		
VGlut_F_200597	VFB_00005756		
VGlut_F_200598	VFB_00005757		
VGlut_F_600793	VFB_00005758		
VGlut_F_500847	VFB_00005759		
VGlut_F_500848	VFB_00005760		
VGlut_F_500849	VFB_00005761		
VGlut_F_500850	VFB_00005762		
VGlut_F_600795	VFB_00005763		
VGlut_F_700570	VFB_00005764		
VGlut_F_500852	VFB_00005765		
VGlut_F_400899	VFB_00005766		
VGlut_F_500853	VFB_00005767		
VGlut_F_500854	VFB_00005768		
VGlut_F_400900	VFB_00005769		
VGlut_F_700571	VFB_00005770		
VGlut_F_700572	VFB_00005771		
VGlut_F_700573	VFB_00005772		
VGlut_F_700574	VFB_00005773		
VGlut_F_700575	VFB_00005774		
VGlut_F_500855	VFB_00005775		
VGlut_F_200599	VFB_00005776		
VGlut_F_200600	VFB_00005777		
VGlut_F_100393	VFB_00005778		
VGlut_F_100394	VFB_00005779		
VGlut_F_400901	VFB_00005780		
VGlut_F_500856	VFB_00005781		
VGlut_F_500857	VFB_00005782		
VGlut_F_500858	VFB_00005783		
VGlut_F_500859	VFB_00005784		
VGlut_F_500860	VFB_00005785		
VGlut_F_500861	VFB_00005786		
VGlut_F_500862	VFB_00005787		
VGlut_F_400902	VFB_00005788		
VGlut_F_500863	VFB_00005789		
VGlut_F_500864	VFB_00005790		
