Aligned file name	VFB ind name	VFBid
JFRC2_VT018130_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018130_GAL4_attP2_1	VFB_00029652
JFRC2_VT018130_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018130_LexAGAD_attP40_1	VFB_00029653
JFRC2_VT018134_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018134_GAL4_attP2_1	VFB_00029654
JFRC2_VT018137_GAL4_attP2_5_bridge.nrrd 	VDRC_VT018137_GAL4_attP2_5	VFB_00029655
JFRC2_VT018138_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018138_GAL4_attP2_1	VFB_00029656
JFRC2_VT018138_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018138_GAL4_attP2_2	VFB_00029657
JFRC2_VT018146_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018146_GAL4_attP2_2	VFB_00029658
JFRC2_VT018146_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018146_GAL4_attP2_3	VFB_00029659
JFRC2_VT018148_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018148_GAL4_attP2_1	VFB_00029660
JFRC2_VT018196_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018196_GAL4_attP2_1	VFB_00029661
JFRC2_VT018196_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018196_GAL4_attP2_2	VFB_00029662
JFRC2_VT018197_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018197_GAL4_attP2_2	VFB_00029663
JFRC2_VT018202_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018202_LexAGAD_attP40_1	VFB_00029664
JFRC2_VT018202_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018202_LexAGAD_attP40_2	VFB_00029665
JFRC2_VT018213_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018213_GAL4_attP2_1	VFB_00029666
JFRC2_VT018213_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018213_GAL4_attP2_2	VFB_00029667
JFRC2_VT018224_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018224_GAL4_attP2_1	VFB_00029668
JFRC2_VT018224_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018224_GAL4_attP2_2	VFB_00029669
JFRC2_VT018278_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018278_GAL4_attP2_1	VFB_00029670
JFRC2_VT018278_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018278_GAL4_attP2_2	VFB_00029671
JFRC2_VT018278_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018278_LexAGAD_attP40_1	VFB_00029672
JFRC2_VT018278_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018278_LexAGAD_attP40_2	VFB_00029673
JFRC2_VT018316_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018316_GAL4_attP2_1	VFB_00029674
JFRC2_VT018316_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018316_GAL4_attP2_2	VFB_00029675
JFRC2_VT018374_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018374_GAL4_attP2_1	VFB_00029676
JFRC2_VT018374_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018374_GAL4_attP2_2	VFB_00029677
JFRC2_VT018375_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018375_LexAGAD_attP40_1	VFB_00029678
JFRC2_VT018377_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018377_GAL4_attP2_3	VFB_00029679
JFRC2_VT018378_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018378_GAL4_attP2_2	VFB_00029680
JFRC2_VT018378_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018378_GAL4_attP2_3	VFB_00029681
JFRC2_VT018379_GAL4_attP2_6_bridge.nrrd 	VDRC_VT018379_GAL4_attP2_6	VFB_00029682
JFRC2_VT018379_GAL4_attP2_7_bridge.nrrd 	VDRC_VT018379_GAL4_attP2_7	VFB_00029683
JFRC2_VT018404_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018404_GAL4_attP2_2	VFB_00029684
JFRC2_VT018404_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018404_GAL4_attP2_3	VFB_00029685
JFRC2_VT018406_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018406_GAL4_attP2_2	VFB_00029686
JFRC2_VT018406_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018406_GAL4_attP2_4	VFB_00029687
JFRC2_VT018408_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018408_GAL4_attP2_3	VFB_00029688
JFRC2_VT018409_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018409_GAL4_attP2_1	VFB_00029689
JFRC2_VT018409_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018409_GAL4_attP2_3	VFB_00029690
JFRC2_VT018410_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018410_GAL4_attP2_1	VFB_00029691
JFRC2_VT018410_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018410_GAL4_attP2_2	VFB_00029692
JFRC2_VT018410_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018410_GAL4_attP2_3	VFB_00029693
JFRC2_VT018410_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018410_GAL4_attP2_4	VFB_00029694
JFRC2_VT018412_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018412_GAL4_attP2_2	VFB_00029695
JFRC2_VT018415_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018415_GAL4_attP2_1	VFB_00029696
JFRC2_VT018418_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018418_GAL4_attP2_2	VFB_00029697
JFRC2_VT018418_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018418_GAL4_attP2_3	VFB_00029698
JFRC2_VT018420_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018420_GAL4_attP2_2	VFB_00029699
JFRC2_VT018421_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018421_GAL4_attP2_2	VFB_00029700
JFRC2_VT018421_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018421_GAL4_attP2_3	VFB_00029701
JFRC2_VT018427_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018427_GAL4_attP2_3	VFB_00029702
JFRC2_VT018430_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018430_LexAGAD_attP40_1	VFB_00029703
JFRC2_VT018430_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018430_LexAGAD_attP40_2	VFB_00029704
JFRC2_VT018436_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018436_GAL4_attP2_1	VFB_00029705
JFRC2_VT018436_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018436_GAL4_attP2_2	VFB_00029706
JFRC2_VT018437_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018437_GAL4_attP2_1	VFB_00029707
JFRC2_VT018438_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018438_GAL4_attP2_1	VFB_00029708
JFRC2_VT018438_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018438_GAL4_attP2_2	VFB_00029709
JFRC2_VT018438_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018438_GAL4_attP2_3	VFB_00029710
JFRC2_VT018438_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018438_GAL4_attP2_4	VFB_00029711
JFRC2_VT018439_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018439_GAL4_attP2_3	VFB_00029712
JFRC2_VT018440_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018440_GAL4_attP2_1	VFB_00029713
JFRC2_VT018443_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018443_GAL4_attP2_1	VFB_00029714
JFRC2_VT018443_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018443_GAL4_attP2_2	VFB_00029715
JFRC2_VT018445_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018445_GAL4_attP2_2	VFB_00029716
JFRC2_VT018446_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018446_GAL4_attP2_4	VFB_00029717
JFRC2_VT018446_GAL4_attP2_5_bridge.nrrd 	VDRC_VT018446_GAL4_attP2_5	VFB_00029718
JFRC2_VT018447_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018447_GAL4_attP2_1	VFB_00029719
JFRC2_VT018447_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018447_GAL4_attP2_2	VFB_00029720
JFRC2_VT018447_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018447_GAL4_attP2_4	VFB_00029721
JFRC2_VT018448_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018448_GAL4_attP2_2	VFB_00029722
JFRC2_VT018448_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018448_GAL4_attP2_3	VFB_00029723
JFRC2_VT018450_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018450_GAL4_attP2_3	VFB_00029724
JFRC2_VT018450_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018450_LexAGAD_attP40_1	VFB_00029725
JFRC2_VT018451_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018451_GAL4_attP2_2	VFB_00029726
JFRC2_VT018452_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018452_GAL4_attP2_1	VFB_00029727
JFRC2_VT018452_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018452_GAL4_attP2_2	VFB_00029728
JFRC2_VT018453_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018453_GAL4_attP2_3	VFB_00029729
JFRC2_VT018455_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018455_GAL4_attP2_3	VFB_00029730
JFRC2_VT018457_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018457_GAL4_attP2_1	VFB_00029731
JFRC2_VT018457_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018457_GAL4_attP2_2	VFB_00029732
JFRC2_VT018457_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018457_LexAGAD_attP40_1	VFB_00029733
JFRC2_VT018457_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018457_LexAGAD_attP40_2	VFB_00029734
JFRC2_VT018458_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018458_GAL4_attP2_1	VFB_00029735
JFRC2_VT018458_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018458_GAL4_attP2_2	VFB_00029736
JFRC2_VT018460_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018460_GAL4_attP2_1	VFB_00029737
JFRC2_VT018462_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018462_GAL4_attP2_1	VFB_00029738
JFRC2_VT018462_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018462_GAL4_attP2_2	VFB_00029739
JFRC2_VT018463_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018463_GAL4_attP2_2	VFB_00029740
JFRC2_VT018463_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018463_GAL4_attP2_3	VFB_00029741
JFRC2_VT018463_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018463_GAL4_attP2_4	VFB_00029742
JFRC2_VT018463_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018463_LexAGAD_attP40_2	VFB_00029743
JFRC2_VT018467_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018467_GAL4_attP2_2	VFB_00029744
JFRC2_VT018469_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018469_GAL4_attP2_1	VFB_00029745
JFRC2_VT018469_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018469_GAL4_attP2_2	VFB_00029746
JFRC2_VT018472_GAL4_attP2_5_bridge.nrrd 	VDRC_VT018472_GAL4_attP2_5	VFB_00029747
JFRC2_VT018472_GAL4_attP2_6_bridge.nrrd 	VDRC_VT018472_GAL4_attP2_6	VFB_00029748
JFRC2_VT018473_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018473_GAL4_attP2_1	VFB_00029749
JFRC2_VT018473_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018473_GAL4_attP2_2	VFB_00029750
JFRC2_VT018474_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018474_GAL4_attP2_2	VFB_00029751
JFRC2_VT018474_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018474_GAL4_attP2_3	VFB_00029752
JFRC2_VT018475_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018475_GAL4_attP2_3	VFB_00029753
JFRC2_VT018476_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018476_GAL4_attP2_4	VFB_00029754
JFRC2_VT018476_GAL4_attP2_5_bridge.nrrd 	VDRC_VT018476_GAL4_attP2_5	VFB_00029755
JFRC2_VT018476_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018476_LexAGAD_attP40_2	VFB_00029756
JFRC2_VT018477_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018477_GAL4_attP2_1	VFB_00029757
JFRC2_VT018478_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018478_GAL4_attP2_1	VFB_00029758
JFRC2_VT018478_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018478_GAL4_attP2_2	VFB_00029759
JFRC2_VT018479_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018479_GAL4_attP2_2	VFB_00029760
JFRC2_VT018481_GAL4_attP2_5_bridge.nrrd 	VDRC_VT018481_GAL4_attP2_5	VFB_00029761
JFRC2_VT018482_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018482_GAL4_attP2_3	VFB_00029762
JFRC2_VT018483_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018483_GAL4_attP2_1	VFB_00029763
JFRC2_VT018492_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018492_GAL4_attP2_1	VFB_00029764
JFRC2_VT018492_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018492_GAL4_attP2_3	VFB_00029765
JFRC2_VT018502_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018502_LexAGAD_attP40_1	VFB_00029766
JFRC2_VT018502_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018502_LexAGAD_attP40_2	VFB_00029767
JFRC2_VT018541_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018541_LexAGAD_attP40_1	VFB_00029768
JFRC2_VT018541_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018541_LexAGAD_attP40_2	VFB_00029769
JFRC2_VT018572_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018572_GAL4_attP2_1	VFB_00029770
JFRC2_VT018572_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018572_GAL4_attP2_2	VFB_00029771
JFRC2_VT018574_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018574_GAL4_attP2_1	VFB_00029772
JFRC2_VT018574_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018574_GAL4_attP2_2	VFB_00029773
JFRC2_VT018575_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018575_GAL4_attP2_1	VFB_00029774
JFRC2_VT018577_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018577_GAL4_attP2_1	VFB_00029775
JFRC2_VT018650_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018650_GAL4_attP2_1	VFB_00029776
JFRC2_VT018651_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018651_GAL4_attP2_2	VFB_00029777
JFRC2_VT018651_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018651_GAL4_attP2_3	VFB_00029778
JFRC2_VT018653_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018653_GAL4_attP2_2	VFB_00029779
JFRC2_VT018653_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018653_GAL4_attP2_3	VFB_00029780
JFRC2_VT018653_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018653_LexAGAD_attP40_1	VFB_00029781
JFRC2_VT018653_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018653_LexAGAD_attP40_2	VFB_00029782
JFRC2_VT018654_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018654_GAL4_attP2_1	VFB_00029783
JFRC2_VT018654_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018654_GAL4_attP2_2	VFB_00029784
JFRC2_VT018683_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018683_LexAGAD_attP40_1	VFB_00029785
JFRC2_VT018683_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018683_LexAGAD_attP40_2	VFB_00029786
JFRC2_VT018684_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018684_GAL4_attP2_2	VFB_00029787
JFRC2_VT018684_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018684_GAL4_attP2_3	VFB_00029788
JFRC2_VT018684_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018684_LexAGAD_attP40_1	VFB_00029789
JFRC2_VT018684_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018684_LexAGAD_attP40_2	VFB_00029790
JFRC2_VT018687_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018687_GAL4_attP2_1	VFB_00029791
JFRC2_VT018687_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018687_GAL4_attP2_2	VFB_00029792
JFRC2_VT018687_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018687_LexAGAD_attP40_1	VFB_00029793
JFRC2_VT018687_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018687_LexAGAD_attP40_2	VFB_00029794
JFRC2_VT018689_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018689_GAL4_attP2_1	VFB_00029795
JFRC2_VT018689_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018689_GAL4_attP2_2	VFB_00029796
JFRC2_VT018691_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018691_GAL4_attP2_1	VFB_00029797
JFRC2_VT018691_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018691_GAL4_attP2_3	VFB_00029798
JFRC2_VT018692_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018692_GAL4_attP2_1	VFB_00029799
JFRC2_VT018692_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018692_GAL4_attP2_3	VFB_00029800
JFRC2_VT018692_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018692_GAL4_attP2_4	VFB_00029801
JFRC2_VT018693_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018693_GAL4_attP2_1	VFB_00029802
JFRC2_VT018696_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018696_GAL4_attP2_1	VFB_00029803
JFRC2_VT018696_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018696_LexAGAD_attP40_1	VFB_00029804
JFRC2_VT018697_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018697_GAL4_attP2_1	VFB_00029805
JFRC2_VT018698_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018698_GAL4_attP2_2	VFB_00029806
JFRC2_VT018700_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018700_GAL4_attP2_4	VFB_00029807
JFRC2_VT018700_LexAGAD_attP2_1_bridge.nrrd 	VDRC_VT018700_LexAGAD_attP2_1	VFB_00029808
JFRC2_VT018700_LexAGAD_attP2_2_bridge.nrrd 	VDRC_VT018700_LexAGAD_attP2_2	VFB_00029809
JFRC2_VT018700_LexAGAD_attP40_3_bridge.nrrd 	VDRC_VT018700_LexAGAD_attP40_3	VFB_00029810
JFRC2_VT018764_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018764_GAL4_attP2_2	VFB_00029811
JFRC2_VT018766_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018766_GAL4_attP2_2	VFB_00029812
JFRC2_VT018767_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018767_GAL4_attP2_2	VFB_00029813
JFRC2_VT018767_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018767_GAL4_attP2_3	VFB_00029814
JFRC2_VT018774_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018774_GAL4_attP2_1	VFB_00029815
JFRC2_VT018775_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018775_GAL4_attP2_1	VFB_00029816
JFRC2_VT018775_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018775_GAL4_attP2_2	VFB_00029817
JFRC2_VT018776_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018776_GAL4_attP2_4	VFB_00029818
JFRC2_VT018776_GAL4_attP2_5_bridge.nrrd 	VDRC_VT018776_GAL4_attP2_5	VFB_00029819
JFRC2_VT018776_GAL4_attP2_6_bridge.nrrd 	VDRC_VT018776_GAL4_attP2_6	VFB_00029820
JFRC2_VT018779_GAL4_attP2_10_bridge.nrrd 	VDRC_VT018779_GAL4_attP2_10	VFB_00029821
JFRC2_VT018779_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018779_GAL4_attP2_2	VFB_00029822
JFRC2_VT018779_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018779_GAL4_attP2_3	VFB_00029823
JFRC2_VT018779_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018779_GAL4_attP2_4	VFB_00029824
JFRC2_VT018779_GAL4_attP2_6_bridge.nrrd 	VDRC_VT018779_GAL4_attP2_6	VFB_00029825
JFRC2_VT018779_GAL4_attP2_7_bridge.nrrd 	VDRC_VT018779_GAL4_attP2_7	VFB_00029826
JFRC2_VT018779_GAL4_attP2_8_bridge.nrrd 	VDRC_VT018779_GAL4_attP2_8	VFB_00029827
JFRC2_VT018829_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018829_GAL4_attP2_1	VFB_00029828
JFRC2_VT018829_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018829_GAL4_attP2_2	VFB_00029829
JFRC2_VT018830_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018830_GAL4_attP2_1	VFB_00029830
JFRC2_VT018830_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018830_GAL4_attP2_2	VFB_00029831
JFRC2_VT018830_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018830_GAL4_attP2_3	VFB_00029832
JFRC2_VT018831_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018831_GAL4_attP2_4	VFB_00029833
JFRC2_VT018833_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018833_GAL4_attP2_1	VFB_00029834
JFRC2_VT018833_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018833_GAL4_attP2_2	VFB_00029835
JFRC2_VT018834_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018834_GAL4_attP2_1	VFB_00029836
JFRC2_VT018836_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018836_GAL4_attP2_1	VFB_00029837
JFRC2_VT018836_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018836_GAL4_attP2_2	VFB_00029838
JFRC2_VT018837_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018837_GAL4_attP2_3	VFB_00029839
JFRC2_VT018837_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018837_GAL4_attP2_4	VFB_00029840
JFRC2_VT018837_GAL4_attP2_5_bridge.nrrd 	VDRC_VT018837_GAL4_attP2_5	VFB_00029841
JFRC2_VT018838_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018838_GAL4_attP2_2	VFB_00029842
JFRC2_VT018838_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018838_GAL4_attP2_4	VFB_00029843
JFRC2_VT018838_GAL4_attP2_5_bridge.nrrd 	VDRC_VT018838_GAL4_attP2_5	VFB_00029844
JFRC2_VT018838_GAL4_attP2_6_bridge.nrrd 	VDRC_VT018838_GAL4_attP2_6	VFB_00029845
JFRC2_VT018873_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018873_GAL4_attP2_3	VFB_00029846
JFRC2_VT018873_GAL4_attP2_5_bridge.nrrd 	VDRC_VT018873_GAL4_attP2_5	VFB_00029847
JFRC2_VT018873_GAL4_attP2_7_bridge.nrrd 	VDRC_VT018873_GAL4_attP2_7	VFB_00029848
JFRC2_VT018874_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018874_GAL4_attP2_2	VFB_00029849
JFRC2_VT018875_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018875_GAL4_attP2_1	VFB_00029850
JFRC2_VT018875_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018875_GAL4_attP2_2	VFB_00029851
JFRC2_VT018875_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018875_GAL4_attP2_3	VFB_00029852
JFRC2_VT018875_GAL4_attP2_4_bridge.nrrd 	VDRC_VT018875_GAL4_attP2_4	VFB_00029853
JFRC2_VT018876_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018876_GAL4_attP2_2	VFB_00029854
JFRC2_VT018876_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018876_GAL4_attP2_3	VFB_00029855
JFRC2_VT018877_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018877_GAL4_attP2_1	VFB_00029856
JFRC2_VT018883_GAL4_attP2_1_bridge.nrrd 	VDRC_VT018883_GAL4_attP2_1	VFB_00029857
JFRC2_VT018883_GAL4_attP2_2_bridge.nrrd 	VDRC_VT018883_GAL4_attP2_2	VFB_00029858
JFRC2_VT018883_GAL4_attP2_3_bridge.nrrd 	VDRC_VT018883_GAL4_attP2_3	VFB_00029859
JFRC2_VT018883_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018883_LexAGAD_attP40_2	VFB_00029860
JFRC2_VT018986_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT018986_LexAGAD_attP40_1	VFB_00029861
JFRC2_VT018986_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT018986_LexAGAD_attP40_2	VFB_00029862
JFRC2_VT019012_GAL4_attP2_1_bridge.nrrd 	VDRC_VT019012_GAL4_attP2_1	VFB_00029863
JFRC2_VT019012_GAL4_attP2_3_bridge.nrrd 	VDRC_VT019012_GAL4_attP2_3	VFB_00029864
JFRC2_VT019012_GAL4_attP2_4_bridge.nrrd 	VDRC_VT019012_GAL4_attP2_4	VFB_00029865
JFRC2_VT019013_GAL4_attP2_2_bridge.nrrd 	VDRC_VT019013_GAL4_attP2_2	VFB_00029866
JFRC2_VT019013_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT019013_LexAGAD_attP40_2	VFB_00029867
JFRC2_VT019014_GAL4_attP2_1_bridge.nrrd 	VDRC_VT019014_GAL4_attP2_1	VFB_00029868
JFRC2_VT019014_GAL4_attP2_2_bridge.nrrd 	VDRC_VT019014_GAL4_attP2_2	VFB_00029869
JFRC2_VT019016_GAL4_attP2_2_bridge.nrrd 	VDRC_VT019016_GAL4_attP2_2	VFB_00029870
JFRC2_VT019016_GAL4_attP2_3_bridge.nrrd 	VDRC_VT019016_GAL4_attP2_3	VFB_00029871
JFRC2_VT019017_GAL4_attP2_1_bridge.nrrd 	VDRC_VT019017_GAL4_attP2_1	VFB_00029872
JFRC2_VT019017_GAL4_attP2_2_bridge.nrrd 	VDRC_VT019017_GAL4_attP2_2	VFB_00029873
JFRC2_VT019018_GAL4_attP2_2_bridge.nrrd 	VDRC_VT019018_GAL4_attP2_2	VFB_00029874
JFRC2_VT019018_GAL4_attP2_3_bridge.nrrd 	VDRC_VT019018_GAL4_attP2_3	VFB_00029875
JFRC2_VT019018_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT019018_LexAGAD_attP40_1	VFB_00029876
JFRC2_VT019018_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT019018_LexAGAD_attP40_2	VFB_00029877
