JFRC2_MBON-g5b'2a	VFB_00030946	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-g4-g1g2	VFB_00030945	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-g3b'1	VFB_00030944	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-b1-a	VFB_00030939	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-b'2mp	VFB_00030938	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-b'1	VFB_00030937	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-g2a'1	VFB_00030943	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-g1pedc-ab	VFB_00030942	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-calyx	VFB_00030941	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-b2b'2a	VFB_00030940	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-a2sc	VFB_00030935	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-a2p3p	VFB_00030934	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-a3	VFB_00030936	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-a'1	VFB_00030930	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-a1	VFB_00030933	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-a'3	VFB_00030932	Aso2014	http://virualflybrain.org/data/Aso2014
JFRC2_MBON-a'2	VFB_00030931	Aso2014	http://virualflybrain.org/data/Aso2014

