L1EM10241716	VFB_00100588	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM16087799	VFB_00100589	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM16267292	VFB_00100590	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM17414715	VFB_00100591	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM1816102	VFB_00100540	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM1856512	VFB_00100524	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2200028	VFB_00100543	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2204467	VFB_00100545	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2206279	VFB_00100546	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2208920	VFB_00100547	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2209091	VFB_00100548	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2215247	VFB_00100551	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2215447	VFB_00100552	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2215622	VFB_00100553	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2216131	VFB_00100554	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2216187	VFB_00100555	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2216445	VFB_00100556	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2512602	VFB_00100560	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2532841	VFB_00100538	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2544902	VFB_00100533	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2552701	VFB_00100535	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2775707	VFB_00100565	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM2775943	VFB_00100539	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM37365	VFB_00100522	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7480731	VFB_00100544	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7483922	VFB_00100549	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7485368	VFB_00100528	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7555204	VFB_00100530	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7566199	VFB_00100537	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7568455	VFB_00100523	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM766246	VFB_00100526	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7694589	VFB_00100559	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7778722	VFB_00100531	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7874184	VFB_00100541	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7897051	VFB_00100563	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7940800	VFB_00100567	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM7952981	VFB_00100558	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM8111135	VFB_00100189	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM8118929	VFB_00100550	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM8124177	VFB_00100527	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM8247641	VFB_00100562	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM8270683	VFB_00100568	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM8271034	VFB_00100561	Larderet2017	http://virtualflybrain.org/data/Larderet2017
L1EM8337623	VFB_00100569	Larderet2017	http://virtualflybrain.org/data/Larderet2017
