ff	brightest
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001035_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	196
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001036_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	79
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001036_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	77
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001037_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	80
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001038_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	97
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001038_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	100
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001039_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	199
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001040_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	183
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001041_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	132
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001042_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	191
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001042_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	202
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001043_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	178
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001044_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	159
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001044_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	79
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001045_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	208
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001046_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	158
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001046_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	105
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001047_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	71
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001048_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	164
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001049_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	56
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001050_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	39
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001051_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	180
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001051_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	98
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001051_seg003_03_warp_m0g80c8e1e-1x26r4.nrrd	101
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001051_seg004_03_warp_m0g80c8e1e-1x26r4.nrrd	57
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001052_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	163
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001053_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	156
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001053_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	97
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001054_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	57
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001055_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	129
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001055_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	173
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001056_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	198
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001057_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	50
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001058_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	174
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001059_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	179
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001060_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	176
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001061_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	126
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001062_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	85
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001063_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	86
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001064_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	203
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001065_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	173
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001065_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	88
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001066_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	106
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001067_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	208
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001067_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	203
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001068_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	155
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001069_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	200
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001070_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	77
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001071_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	76
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001072_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	126
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001072_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	65
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001073_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	85
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001075_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	123
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001076_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	139
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001077_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	122
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001077_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	68
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001078_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	106
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001079_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	162
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001079_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	96
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001080_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	150
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001081_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	93
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001082_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	137
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001083_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	82
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001084_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	190
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001084_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	57
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001085_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	134
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001086_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	60
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001087_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	174
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001087_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	112
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001088_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	130
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001089_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	82
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001090_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	104
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001091_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	85
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001092_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	146
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001093_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	95
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001093_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	184
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001094_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	178
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001094_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	204
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001095_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	144
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001096_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	156
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001097_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	190
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001098_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	164
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001099_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	179
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001100_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	194
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001101_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	128
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001101_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	172
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001102_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	118
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001103_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	67
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001104_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	101
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001104_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	167
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001105_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	68
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001106_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	177
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001107_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	190
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001108_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	180
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001109_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	112
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001109_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	95
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001109_seg003_03_warp_m0g80c8e1e-1x26r4.nrrd	126
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001109_seg004_03_warp_m0g80c8e1e-1x26r4.nrrd	184
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001110_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	165
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001110_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	150
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001111_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	138
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001112_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	187
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001113_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	162
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001114_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	129
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001114_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	139
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001115_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	94
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001116_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	152
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001118_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	94
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001118_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	141
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001119_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	174
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001120_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	178
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001121_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	197
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001121_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	140
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001121_seg003_03_warp_m0g80c8e1e-1x26r4.nrrd	163
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001121_seg004_03_warp_m0g80c8e1e-1x26r4.nrrd	169
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001122_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	144
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001123_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	104
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001124_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	130
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001125_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	112
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001126_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	199
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001126_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	86
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001127_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	108
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001127_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	115
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001128_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	158
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001129_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	65
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001129_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	155
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001130_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	138
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001130_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	141
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001130_seg003_03_warp_m0g80c8e1e-1x26r4.nrrd	186
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001131_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	140
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001131_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	190
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001132_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	147
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001133_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	190
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001134_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	89
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001134_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	97
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001134_seg003_03_warp_m0g80c8e1e-1x26r4.nrrd	150
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001134_seg004_03_warp_m0g80c8e1e-1x26r4.nrrd	78
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001135_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	145
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001136_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	123
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001136_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	84
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001137_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	121
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001138_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	130
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001139_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	136
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001140_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	128
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001140_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	101
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001140_seg003_03_warp_m0g80c8e1e-1x26r4.nrrd	109
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001140_seg004_03_warp_m0g80c8e1e-1x26r4.nrrd	119
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001140_seg005_03_warp_m0g80c8e1e-1x26r4.nrrd	136
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001141_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	195
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001141_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	138
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001141_seg003_03_warp_m0g80c8e1e-1x26r4.nrrd	37
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001142_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	137
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001142_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	166
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001143_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	88
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001144_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	138
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001145_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	176
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001146_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	121
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001147_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	174
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001147_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	64
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001148_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	85
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001148_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	195
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001149_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	133
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001149_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	94
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001149_seg003_03_warp_m0g80c8e1e-1x26r4.nrrd	121
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001150_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	158
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001151_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	106
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001152_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	171
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001153_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	84
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001154_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	110
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001155_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	160
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001155_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	148
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001156_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	152
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001157_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	157
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001158_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	207
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001158_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	208
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001158_seg003_03_warp_m0g80c8e1e-1x26r4.nrrd	80
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001159_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	56
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001160_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	72
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001160_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	150
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001161_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	198
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001162_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	161
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001162_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	147
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001163_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	159
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001163_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	163
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001164_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	117
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001165_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	122
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001166_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	137
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001166_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	73
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001167_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	140
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001168_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	110
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001169_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	112
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001170_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	77
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001170_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	97
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001172_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	158
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001173_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	75
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001174_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	160
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001175_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	177
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001176_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	206
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001176_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	134
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001177_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	117
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001177_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	82
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001178_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	72
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001179_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	111
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001180_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	141
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001180_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	140
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001181_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	149
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001181_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	199
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001182_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	161
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001182_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	79
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001183_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	172
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001184_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	87
reformatted.JFRC2/JFRC2_FCWB_ChaMARCM-F001184_seg002_03_warp_m0g80c8e1e-1x26r4.nrrd	198
