ff	brightest
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2157_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	147
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2158_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	154
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2159_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	137
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F215X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	140
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F215X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	178
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F215X2_seg3_03_warp_m0g80c8e1e-1x26r4.nrrd	187
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2160_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	193
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2161_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	57
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2162_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	96
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2163_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	64
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2164_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	154
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2164_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	176
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2164_seg3_03_warp_m0g80c8e1e-1x26r4.nrrd	105
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2165_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	132
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2165_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	73
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2165_seg3_03_warp_m0g80c8e1e-1x26r4.nrrd	173
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2166_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	66
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2167_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	164
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2168_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	33
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2169_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	177
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F216_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	168
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2170_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	40
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2171_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	119
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2171_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	185
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2172_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	193
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2173_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	160
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2174_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	44
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2175_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	49
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2175_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	104
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2176-montage_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	144
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2177_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	128
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2178_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	132
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2179_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	42
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F217_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	94
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2180_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	174
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2181_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	143
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2181_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	141
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2182_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	190
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2183_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	129
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2184_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	95
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2185-montage_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	146
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2186_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	121
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2187_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	160
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2188_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	91
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2189_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	96
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F218_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	171
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2190_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	43
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2191_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	145
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2191_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	177
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2192_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	157
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2193_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	127
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2193_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	27
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2194_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	158
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2194_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	162
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2194_seg3_03_warp_m0g80c8e1e-1x26r4.nrrd	186
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2195_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	46
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2196_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	97
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2196_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	50
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2197_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	148
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2198_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	175
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2199_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	21
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F219-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	160
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F219-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	134
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2200_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	55
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2201_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	104
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2202_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	81
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2203_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	151
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2204_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	142
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2205_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	104
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2206_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	104
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2207_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	105
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2208_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	163
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2209_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	179
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F220_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	121
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2210_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	51
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2211_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	67
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F2212_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	111
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F221_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	91
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F222_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	62
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F223_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	66
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F224-L_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	38
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F224-R_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	52
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F225_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	198
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F225_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	160
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F226_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	157
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F227-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	166
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F227-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	82
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F228_seg001_03_warp_m0g80c8e1e-1x26r4.nrrd	154
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F229_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	158
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F231-montage_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	175
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F232_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	148
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F233_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	112
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F234_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	92
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F235-montage_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	189
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F236_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	89
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F236_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	195
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F237_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	174
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F237_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	72
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F238_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	94
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F239_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	52
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F240_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	141
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F241_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	172
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F242-X4_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	193
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F242-X4_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	180
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F242-X4_seg3_03_warp_m0g80c8e1e-1x26r4.nrrd	126
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F242-X4_seg4_03_warp_m0g80c8e1e-1x26r4.nrrd	84
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F243_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	150
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F244_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	117
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F246_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	206
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F247_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	86
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F248_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	157
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F249_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	26
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F250_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	108
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F251_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	93
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F252_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	105
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F253_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	148
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F254_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	107
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F255_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	41
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F256-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	195
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F256-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	47
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F257_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	154
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F258_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	180
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F259_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	113
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F260_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	156
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F261-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	108
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F261-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	60
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F262_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	119
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F263_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	97
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F264-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	161
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F264-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	105
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F265-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	84
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F265-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	201
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F266_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	147
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F267_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	49
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F268_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	184
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F269_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	94
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F270_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	122
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F271_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	112
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F272_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	86
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F273_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	94
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F274_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	101
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F275_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	48
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F276_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	200
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F277_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	49
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F278_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	113
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F279-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	127
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F279-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	172
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F280_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	94
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F280_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	95
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F281-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	98
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F281-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	47
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F283_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	33
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F284_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	136
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F285_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	112
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F286_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	117
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F287_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	105
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F288_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	118
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F289-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	111
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F289-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	142
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F290_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	109
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F291_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	136
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F292_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	159
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F293_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	115
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F295_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	120
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F295_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	118
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F296_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	54
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F297_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	182
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F298_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	195
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F299-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	77
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F299-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	198
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F300-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	163
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F300-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	198
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F301_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	101
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F302_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	106
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F303_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	54
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F304_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	92
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F305-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	79
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F305-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	190
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F306_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	152
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F307-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	86
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F307-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	186
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F308_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	125
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F309_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	120
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F310-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	124
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F310-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	159
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F311-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	110
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F311-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	155
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F312-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	108
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F312-X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	145
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F313_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	74
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F314_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	51
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F315_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	110
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F316_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	116
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F317_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	180
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F318_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	187
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F319_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	34
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F320_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	118
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F321_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	150
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F321_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	175
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F322_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	175
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F323_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	163
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F324_X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	85
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F324_X2_seg2_03_warp_m0g80c8e1e-1x26r4.nrrd	102
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F325_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	198
reformatted.JFRC2/JFRC2_FCWB_DvGlutMARCM-F326-X2_seg1_03_warp_m0g80c8e1e-1x26r4.nrrd	93
