label	vfbid	sourcename	sourceuri
LHa2_02	VFB_00020000	Yu2013	http://flybase.org/reports/FBrf0221412.html
SLPa_l1_02	VFB_00020001	Yu2013	http://flybase.org/reports/FBrf0221412.html
SLPpl3_02	VFB_00020002	Yu2013	http://flybase.org/reports/FBrf0221412.html
FLAa3m_02	VFB_00020003	Yu2013	http://flybase.org/reports/FBrf0221412.html
VPNl_d1_02	VFB_00020004	Yu2013	http://flybase.org/reports/FBrf0221412.html
WEDa2_02	VFB_00020005	Yu2013	http://flybase.org/reports/FBrf0221412.html
DM1_02	VFB_00020006	Yu2013	http://flybase.org/reports/FBrf0221412.html
SMPpd1_02	VFB_00020007	Yu2013	http://flybase.org/reports/FBrf0221412.html
ALl1_02	VFB_00020008	Yu2013	http://flybase.org/reports/FBrf0221412.html
LHa1_02	VFB_00020009	Yu2013	http://flybase.org/reports/FBrf0221412.html
SMPpv1_02	VFB_00020010	Yu2013	http://flybase.org/reports/FBrf0221412.html
LHl2_02	VFB_00020011	Yu2013	http://flybase.org/reports/FBrf0221412.html
ALv2_02	VFB_00020012	Yu2013	http://flybase.org/reports/FBrf0221412.html
ALlv1_02	VFB_00020013	Yu2013	http://flybase.org/reports/FBrf0221412.html
SMPad1f_02	VFB_00020014	Yu2013	http://flybase.org/reports/FBrf0221412.html
SLPpm1_02	VFB_00020015	Yu2013	http://flybase.org/reports/FBrf0221412.html
LHl1_02	VFB_00020016	Yu2013	http://flybase.org/reports/FBrf0221412.html
PSa1_02	VFB_00020017	Yu2013	http://flybase.org/reports/FBrf0221412.html
CLp2_02	VFB_00020018	Yu2013	http://flybase.org/reports/FBrf0221412.html
SLPav3_02	VFB_00020019	Yu2013	http://flybase.org/reports/FBrf0221412.html
DM5_02	VFB_00020020	Yu2013	http://flybase.org/reports/FBrf0221412.html
AOTUv4_02	VFB_00020021	Yu2013	http://flybase.org/reports/FBrf0221412.html
VLPl_p1_02	VFB_00020022	Yu2013	http://flybase.org/reports/FBrf0221412.html
SLPpl2_02	VFB_00020023	Yu2013	http://flybase.org/reports/FBrf0221412.html
WEDd2_02	VFB_00020024	Yu2013	http://flybase.org/reports/FBrf0221412.html
VLPl_d1_02	VFB_00020025	Yu2013	http://flybase.org/reports/FBrf0221412.html
SIPp1_02	VFB_00020026	Yu2013	http://flybase.org/reports/FBrf0221412.html
LHp1_02	VFB_00020027	Yu2013	http://flybase.org/reports/FBrf0221412.html
DL2_02	VFB_00020028	Yu2013	http://flybase.org/reports/FBrf0221412.html
WEDa1_02	VFB_00020029	Yu2013	http://flybase.org/reports/FBrf0221412.html
SLPpm3_02	VFB_00020030	Yu2013	http://flybase.org/reports/FBrf0221412.html
PSp3_02	VFB_00020031	Yu2013	http://flybase.org/reports/FBrf0221412.html
ALad1_02	VFB_00020032	Yu2013	http://flybase.org/reports/FBrf0221412.html
LHd1_02	VFB_00020033	Yu2013	http://flybase.org/reports/FBrf0221412.html
DM3_02	VFB_00020034	Yu2013	http://flybase.org/reports/FBrf0221412.html
VLPl1_02	VFB_00020035	Yu2013	http://flybase.org/reports/FBrf0221412.html
VPNd1_02	VFB_00020036	Yu2013	http://flybase.org/reports/FBrf0221412.html
VESa2_02	VFB_00020037	Yu2013	http://flybase.org/reports/FBrf0221412.html
SMPpv2_02	VFB_00020038	Yu2013	http://flybase.org/reports/FBrf0221412.html
LHd2_02	VFB_00020039	Yu2013	http://flybase.org/reports/FBrf0221412.html
