label	vfbid	sourcename	sourceuri
THMARCM-245M_seg1	VFB_00001330	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=1330
THMARCM-693M_seg1	VFB_00001723	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=1723
FruMARCM-M000147_seg002	VFB_00002018	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=2018
THMARCM-016M_seg1	VFB_00002542	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=2542
GH146MARCM-M000001_seg001	VFB_00002571	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=2571
GH146MARCM-M000002_seg001	VFB_00002572	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=2572
GH146MARCM-M000004_seg001	VFB_00002573	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=2573
GH146MARCM-M000005_seg001	VFB_00002574	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=2574
THMARCM-595M_seg1	VFB_00003052	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3052
THMARCM-183M_seg2	VFB_00003141	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3141
THMARCM-212M_seg1	VFB_00003158	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3158
THMARCM-258M_seg1	VFB_00003170	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3170
THMARCM-275M_seg1	VFB_00003183	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3183
THMARCM-327M_seg1	VFB_00003206	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3206
THMARCM-359M_seg1	VFB_00003225	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3225
THMARCM-490M_seg1	VFB_00003290	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3290
THMARCM-492M_seg1	VFB_00003291	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3291
THMARCM-606M_se	VFB_00003334	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3334
TPHMARCM-361M_seg2	VFB_00003488	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3488
TPHMARCM-368M_seg2	VFB_00003498	FlyCircuit	http://flycircuit.tw/modules.php?name=clearpage&op=detail_table&idid=3498
