L1CNS9983192	VFB_00100379	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9976876	VFB_00100926	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9940383 VFB_00100587	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9935753	VFB_00100846	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9927083	VFB_00100586	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9903958	VFB_00100845	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9897224	VFB_00100378	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9889096	VFB_00100377	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9867542	VFB_00100714	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9847389	VFB_00100376	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9838295	VFB_00100844	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9835170	VFB_00100843	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9813903	VFB_00100842	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9813189	VFB_00100375	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9809627	VFB_00100374	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9805589	VFB_00100841	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9805521	VFB_00100840	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9796813	VFB_00100373	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9796598	VFB_00100839	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9793490	VFB_00100838	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9789131	VFB_00100837	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9787566	VFB_00100836	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9782027	VFB_00100372	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9771413	VFB_00100691	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9770017	VFB_00100371	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9769560	VFB_00100370	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9766794	VFB_00100369	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9758504	VFB_00100835	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9748982	VFB_00100834	L1CNS https://l1em.catmaid.virtualflybrain.org
L1CNS9748580	VFB_00100833	L1CNS	https://l1em.catmaid.virtualflybrain.org
L1CNS9748270	VFB_00100832	L1CNS https://l1em.catmaid.virtualflybrain.org
