label	vfbid	sourcename	sourceuri
SS00315-20130823_31_I1-20x-Brain-1922806362081853538	VFB_00063859	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS00315
OL0218B-20140620_31_D4-20x-Brain-2287416588074221666	VFB_00063858	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0218B
SS00343-20131211_31_J1-20x-Brain-1953637673646161927	VFB_00063861	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS00343
SS00315-20140613_31_D1-20x-Brain-2287416970905124962	VFB_00063860	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS00315
SS00726-20140623_34_H4-20x-Brain-2409864955475001372	VFB_00063863	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS00726
SS00343-20131211_31_J2-20x-Brain-1953637673641967623	VFB_00063862	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS00343
SS00731-20140624_33_C2-20x-Brain-2411299976970764316	VFB_00063865	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS00731
SS00727-20140623_34_I3-20x-Brain-2409864845886226460	VFB_00063864	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS00727
OL0046B-20140612_31_F1-20x-Brain-2287417401978912866	VFB_00063851	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0046B
OL0046B-20140425_32_B1-20x-Brain-2008196860212158562	VFB_00063850	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0046B
OL0048B-20140425_31_C1-20x-Brain-2002819053445447778	VFB_00063853	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0048B
OL0048B-20131210_31_H4-20x-Brain-1953572827445592071	VFB_00063852	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0048B
OL0071B-20140613_31_I1-20x-Brain-2287417455133327458	VFB_00063855	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0071B
OL0070B-20140620_32_I3-20x-Brain-2287416854836150370	VFB_00063854	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0070B
OL0092C-20140612_31_G2-20x-Brain-2287417329220321378	VFB_00063857	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0092C
OL0077B-20140613_31_J2-20x-Brain-2287417148944941154	VFB_00063856	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0077B
OL0022B-20140611_31_F1-20x-Brain-2284747886149238882	VFB_00063842	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0022B
OL0023B-20140611_31_G2-20x-Brain-2284748519782744162	VFB_00063843	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0023B
OL0027B-20140611_32_H1-20x-Brain-2287417265710170210	VFB_00063844	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0027B
OL0029B-20131210_32_A2-20x-Brain-1953573819369127943	VFB_00063845	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0029B
OL0042B-20140121_32_F3-20x-Brain-1968811822383366242	VFB_00063846	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0042B
OL0042B-20140612_31_B1-20x-Brain-2287417029679906914	VFB_00063847	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0042B
OL0044B-20140121_32_H1-20x-Brain-1968820654031503458	VFB_00063848	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0044B
OL0045B-20140612_32_G4-20x-Brain-2021737053531668578	VFB_00063849	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0045B
OL0011B-20140612_32_A2-20x-Brain-2021712983515725922	VFB_00063834	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0011B
OL0015B-20130702_31_H1-20x-Brain-2358453496006574108	VFB_00063835	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0015B
OL0015B-20130702_31_H3-20x-Brain-1922549997102956642	VFB_00063836	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0015B
OL0017B-20140612_31_D2-20x-Brain-2287417632745324642	VFB_00063837	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0017B
OL0019B-20131210_31_F2-20x-Brain-1953575677458382855	VFB_00063838	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0019B
OL0019B-20140611_31_A2-20x-Brain-2284749601363722338	VFB_00063839	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0019B
OL0020B-20140611_31_D1-20x-Brain-2284749583848308834	VFB_00063840	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0020B
OL0021B-20140611_31_E2-20x-Brain-2284748726364799074	VFB_00063841	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=OL0021B
SS02645-20141015_32_G1-20x-Brain-2358450741921710108	VFB_00063885	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS02645
SS02638-20141231_31_C5-20x-Brain-2244622272415400034	VFB_00063884	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS02638
SS02612-20150407_31_G1-20x-Brain-2410868748505317404	VFB_00063883	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS02612
SS02542-20141231_33_C2-20x-Brain-2410488184849825820	VFB_00063882	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS02542
SS02651-20141015_32_F1-20x-Brain-2287419406868807778	VFB_00063889	Namiki2018	http://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS02651
